MAR,SCHL,WAGP,ESR,RAC1P
1,16,055000,1,1
1,19,000000,1,1
5,19,019000,3,1
5,21,001500,3,1
1,17,000000,3,1
1,20,019200,1,1
5,18,015000,1,1
5,16,000300,3,1
1,20,050000,1,6
1,19,022000,1,6
1,23,007000,1,1
1,20,000000,6,1
1,19,000000,6,1
1,20,012000,3,9
5,02,,,1
2,18,000000,6,1
2,19,000000,6,1
1,22,016000,1,6
1,22,000000,6,6
5,21,000000,6,6
1,21,000000,1,1
1,21,152000,1,1
5,10,,,1
5,07,,,1
5,04,,,1
3,16,040000,1,1
1,20,001200,6,1
1,20,051000,1,1
5,02,,,6
3,19,000000,6,1
1,21,043200,1,1
1,22,012000,1,1
5,07,,,1
5,05,,,1
5,,,,1
1,13,000000,6,2
3,20,000000,6,1
5,24,000000,6,1
1,22,067000,1,1
1,19,000000,1,1
5,21,035000,1,1
5,21,027100,1,1
1,19,058000,1,1
1,16,032000,1,1
5,16,019000,1,1
5,16,000000,3,1
1,15,040000,1,1
1,16,020000,1,1
5,16,010800,3,1
1,18,000000,6,1
1,19,000000,6,1
5,19,018000,1,1
5,12,000000,6,1
5,16,000000,6,1
1,19,017800,6,1
1,18,000000,6,1
1,09,000000,6,8
1,09,000000,6,8
1,21,050000,1,1
1,16,033000,1,1
5,,,,1
2,16,000000,6,6
3,16,053000,1,1
5,21,003000,1,6
2,16,012600,6,1
3,21,059000,1,1
1,22,025000,1,1
3,17,000000,6,9
3,19,026000,1,9
1,19,005900,4,9
1,13,000000,6,1
1,13,000000,6,1
1,20,047800,1,1
1,19,021600,1,1
5,16,000000,6,1
3,23,000000,6,1
2,19,000000,6,1
5,22,120000,1,1
5,23,022600,1,1
5,23,045000,1,1
5,21,050000,1,1
2,19,000000,6,1
5,16,000000,3,1
5,18,000000,3,1
3,19,000000,6,1
1,20,000000,6,1
1,22,000000,6,1
1,19,037000,1,1
1,19,000000,6,1
1,12,000000,6,8
3,16,000000,6,1
1,22,000000,6,1
1,19,000000,6,1
3,19,000000,6,1
3,19,000000,6,1
5,21,000000,6,1
5,22,000000,6,1
1,21,002000,1,1
1,18,000000,6,1
5,21,000000,6,1
1,22,000000,6,9
1,19,055000,1,9
4,23,081000,1,1
3,16,020000,1,1
2,13,014700,1,1
1,18,050000,2,1
1,18,000000,6,1
1,20,000000,6,1
1,16,000000,6,6
5,18,000000,6,1
3,19,000000,6,1
5,19,000000,6,1
1,16,041000,1,1
1,19,045000,1,8
3,19,000000,6,6
2,11,000000,6,6
1,17,055000,1,1
1,16,042000,1,1
5,09,,,1
5,07,,,1
1,21,095000,1,1
3,23,080000,1,1
5,06,,,1
5,02,,,1
4,18,020400,1,1
1,23,000000,6,1
1,23,000000,6,1
1,22,075000,1,1
1,21,000000,6,1
1,21,000000,3,1
1,19,004000,1,1
5,,,,1
5,19,004000,1,1
1,21,058000,1,1
1,22,175000,1,1
5,02,,,1
5,,,,1
2,16,000000,6,1
3,18,000000,6,1
1,21,036000,1,1
1,22,040000,1,9
5,16,005500,1,9
5,10,,,9
1,18,009600,6,1
1,19,000000,6,3
3,21,000000,6,1
5,21,100000,1,6
5,16,018800,1,3
5,14,000670,1,1
4,18,000000,6,1
5,01,,,1
5,,,,1
3,16,110000,1,1
1,16,000000,6,1
1,15,000000,6,1
3,21,042700,6,1
1,21,075000,1,1
1,19,020000,2,1
5,,,,1
5,19,009000,6,1
5,01,,,1
3,21,000000,1,1
3,23,000000,6,1
5,01,022800,1,1
5,03,,,1
5,01,,,1
5,,,,1
4,16,000000,6,1
5,19,048000,1,1
1,19,079000,1,1
1,21,000000,6,1
5,17,008000,1,1
3,21,014800,1,1
3,16,055000,1,1
3,16,032000,1,1
2,22,000000,6,1
1,20,000450,3,1
1,22,000000,6,1
1,21,090000,1,1
1,21,000000,6,1
5,14,001500,1,1
5,10,,,1
5,07,,,1
1,19,000000,6,1
1,21,038000,1,9
1,16,042000,1,1
1,16,000000,6,1
5,,,,1
5,,,,1
1,19,000000,1,1
1,19,000000,3,1
5,02,,,1
5,,,,1
1,16,000000,6,1
1,19,000000,6,1
2,19,048000,1,1
1,22,000000,6,1
1,22,000000,6,1
1,19,006200,1,1
1,21,019300,1,1
5,21,004400,1,1
5,20,016000,3,1
5,19,002800,6,1
3,21,048000,1,1
1,18,059000,1,1
1,16,057000,1,1
5,01,,,1
5,,,,1
2,18,000000,6,1
1,22,060000,1,1
1,22,110000,1,1
5,02,,,1
5,,,,1
1,16,000000,1,1
1,15,018200,3,1
5,16,000000,6,1
5,06,,,1
5,18,014000,1,9
5,17,004400,1,9
5,04,,,9
5,19,000000,6,1
1,21,090000,1,1
1,21,052000,1,1
1,19,000000,6,1
1,16,000000,6,1
5,16,000000,6,1
5,16,000000,6,1
2,19,000000,6,1
3,11,001200,3,1
5,16,001200,3,1
1,22,034000,6,1
1,21,056000,1,1
1,06,000000,3,1
1,14,008100,1,1
5,13,021600,1,1
1,09,005000,3,1
5,12,000000,,1
5,03,,,1
5,03,,,1
5,04,,,1
5,,,,1
1,09,010000,1,1
1,10,026400,1,1
1,07,002000,1,1
4,19,078000,1,1
1,21,086000,1,1
1,22,096000,1,1
5,02,,,1
5,,,,1
1,21,190000,1,1
1,17,000000,6,1
5,03,,,1
5,03,,,1
1,24,020400,1,1
1,21,024000,1,1
5,,,,1
1,19,000000,6,1
1,19,000000,6,1
2,19,000000,6,1
1,14,089000,1,1
1,16,000000,6,1
5,18,014000,1,1
5,07,,,1
1,16,000000,6,1
1,09,007100,1,8
1,19,020000,1,8
5,12,000000,6,8
5,10,,,8
5,05,,,8
5,03,,,8
4,14,000000,6,1
3,19,040000,1,1
1,21,130000,1,1
1,21,045500,1,1
5,23,050000,1,1
1,22,063000,1,1
1,21,057000,1,1
5,01,,,1
5,,,,1
1,16,000000,6,1
1,19,000000,6,1
5,21,018800,1,1
1,18,024000,1,1
1,19,021500,1,1
5,14,000300,6,1
5,10,,,1
5,16,002000,2,8
5,14,000710,1,8
5,05,,,1
5,04,,,1
5,16,000000,1,1
5,21,000000,1,1
2,16,009800,6,1
3,17,015000,1,1
5,14,000000,6,1
1,18,000000,6,1
5,18,000000,3,1
5,19,022800,1,1
5,21,000000,6,1
5,19,015200,1,1
5,19,046500,1,1
5,16,029000,1,1
2,16,000000,6,1
1,19,031500,1,1
1,20,059000,1,1
5,,,,1
1,19,000000,6,1
1,21,033000,1,1
1,19,080000,1,1
1,19,000000,6,1
1,21,024400,1,1
4,18,085000,1,1
1,21,000000,6,1
1,16,000000,6,1
5,10,000000,6,1
5,19,055000,1,1
1,13,000000,6,1
1,18,003000,6,1
1,17,009000,1,1
1,16,028000,1,1
3,19,026600,1,1
5,21,043000,1,1
2,18,014200,1,1
5,19,004900,3,1
5,24,000000,6,1
3,18,000000,6,1
1,16,000000,6,1
1,21,000000,6,1
5,19,000000,6,1
1,09,024000,1,8
1,07,035000,1,8
5,15,030000,1,8
1,16,000000,6,8
5,13,000000,6,8
5,,,,8
5,,,,8
1,09,017000,1,8
1,15,030000,1,8
5,09,014000,1,8
1,16,020000,1,1
1,16,011000,1,1
2,20,000000,6,1
1,18,045000,1,6
1,15,026000,1,6
5,10,,,6
5,06,,,6
5,19,007900,1,9
1,21,028000,1,1
1,18,048000,1,1
1,21,066000,1,1
1,21,030000,2,1
5,10,,,1
5,07,,,1
5,01,,,1
5,16,000000,3,1
3,20,033000,1,1
1,16,056000,1,2
1,16,038200,1,6
5,09,,,9
1,21,075000,1,1
1,19,000000,1,1
5,18,033000,1,1
5,19,004000,1,1
5,19,007500,1,9
5,15,000000,6,8
5,18,003000,6,1
1,20,001000,6,1
1,18,030000,1,1
5,01,,,1
2,19,000000,6,1
1,12,000000,6,8
3,21,074000,1,1
5,14,000000,6,1
1,20,060000,1,1
1,21,000000,3,1
5,14,000000,3,1
3,22,000000,6,1
1,22,323000,1,1
1,21,019000,6,6
5,01,,,9
1,16,000000,1,1
1,16,000000,6,1
5,16,009100,1,1
1,11,000000,6,1
1,17,006000,1,1
1,22,080000,1,1
1,19,051000,6,1
5,11,,,1
5,09,,,1
5,,,,1
1,16,022000,1,1
1,16,000000,3,1
5,20,041300,1,1
1,17,040000,1,8
1,09,021000,1,8
5,10,,,8
5,06,,,8
3,22,043000,1,1
1,21,065000,1,1
1,21,075000,2,1
5,16,000000,6,1
5,16,031000,1,1
5,19,000000,6,1
1,15,000000,1,1
1,16,000000,6,1
5,14,000000,6,1
1,19,000000,6,1
1,20,000000,6,1
1,16,003500,3,3
1,19,000000,3,1
5,01,004000,1,1
1,20,005000,6,1
1,20,000000,6,1
5,21,000000,3,1
1,19,000000,6,1
1,19,000000,6,1
1,22,062000,1,1
1,19,015000,6,1
5,02,,,1
5,,,,1
5,14,000000,6,1
5,19,001000,6,1
3,21,089000,1,1
5,16,005000,6,1
5,16,003000,6,1
3,17,015000,1,1
1,21,060000,1,1
1,21,080000,1,1
5,20,000000,6,1
3,22,050000,1,1
1,21,000000,6,6
1,21,000000,1,1
5,01,,,9
5,01,,,9
1,20,055000,1,1
1,16,007500,2,1
3,16,000000,6,1
5,16,006500,1,1
5,11,,,1
5,10,,,1
1,16,018700,1,1
5,16,000000,3,1
5,13,000000,6,1
3,20,027400,1,1
5,19,000000,6,1
5,16,000000,6,1
4,17,000000,6,1
1,23,000000,6,1
1,18,000000,6,1
1,19,043000,1,1
1,19,058000,1,1
4,21,000000,6,1
5,07,,,1
5,01,,,1
1,18,029600,1,1
1,14,030200,1,1
1,10,000000,6,1
1,16,000000,6,1
1,19,016000,1,1
1,19,057000,1,1
5,18,017000,1,1
1,23,050000,1,1
1,19,000000,6,1
1,21,000000,6,1
1,18,000000,6,1
1,20,002000,3,1
1,16,009000,1,1
2,18,000000,6,1
2,16,000000,6,1
5,18,001500,6,1
1,17,065000,1,1
1,16,020100,1,1
5,08,,,1
2,21,000000,6,1
5,21,000000,6,1
1,13,000000,6,1
1,17,013300,1,1
3,16,089000,1,1
5,10,,,1
5,09,,,1
5,,,,1
5,16,000000,1,1
1,19,000000,6,1
3,23,000000,1,8
2,18,000000,6,6
1,22,050000,1,6
1,24,120000,1,1
1,21,127000,1,1
1,18,000000,6,1
5,22,060000,1,1
5,21,055000,1,9
1,21,100000,1,1
1,18,120000,1,1
1,22,038000,1,9
1,22,003500,1,1
5,,,,9
5,,,,9
2,23,000000,6,1
1,12,012000,1,1
1,09,007000,1,1
5,16,003000,1,1
5,12,000000,,1
1,17,000000,1,1
1,18,000000,3,2
1,21,019300,1,2
1,19,000000,6,1
1,19,040000,1,1
5,19,002000,1,1
5,13,000700,1,1
5,08,,,1
5,08,,,1
1,17,001600,6,1
1,17,054000,1,1
3,18,007000,3,1
5,19,000000,3,1
5,17,000000,1,1
5,,,,1
3,21,000000,6,1
1,15,000580,3,1
1,16,001000,1,1
3,15,000000,3,1
1,19,020000,1,1
1,20,060000,1,1
5,19,010000,1,1
1,18,009600,1,1
1,18,015600,1,1
1,19,000000,6,1
1,16,000000,1,1
1,18,000000,1,1
5,22,000000,3,1
1,21,012000,1,9
1,20,125000,1,1
5,21,000000,6,6
5,19,051000,1,1
1,21,055000,1,1
1,20,000000,6,1
1,22,048000,1,1
1,20,023200,1,1
5,21,004800,1,1
3,16,000000,6,1
1,22,032600,6,1
1,21,000000,6,1
5,20,018500,1,1
1,19,019200,1,1
1,16,026000,1,1
2,12,000000,6,1
1,21,042000,1,1
1,21,035000,1,1
3,20,048000,1,1
1,16,000000,3,8
1,16,050000,1,8
5,,,,8
1,17,000000,6,1
1,16,000000,6,1
5,18,000000,6,1
2,16,000000,6,1
5,22,050000,1,1
5,19,035000,1,1
5,15,027000,1,1
1,19,006000,1,1
1,19,018000,1,1
5,,,,1
1,14,000000,6,1
1,19,005600,1,1
1,19,000000,1,1
1,19,013500,1,1
5,05,,,1
5,01,,,1
1,18,000000,6,7
1,20,017600,1,7
5,11,000000,,7
5,09,,,7
5,08,,,7
5,01,,,7
5,,,,7
1,17,001700,1,1
1,18,037000,1,1
1,18,044300,1,1
1,16,028000,1,1
1,18,030000,1,1
1,21,012000,1,1
5,08,,,1
5,,,,1
2,13,000000,6,1
1,17,033300,1,1
1,17,000000,6,1
1,16,048000,1,1
1,19,035000,1,1
5,08,,,1
5,05,,,1
5,04,,,1
1,22,057000,1,1
1,21,000000,6,6
5,06,,,9
5,06,,,9
1,20,057000,2,1
1,16,015000,1,1
3,13,000000,6,1
1,19,042000,1,1
1,20,080000,1,1
3,18,000000,6,1
1,23,000300,6,1
1,19,000000,6,1
3,13,000000,6,1
1,21,032000,1,1
1,21,069000,2,1
5,,,,1
1,22,000000,6,1
1,22,055000,2,1
5,08,,,1
5,14,001000,3,1
5,14,000170,6,1
5,16,001500,1,1
5,13,000000,3,1
4,16,000000,3,1
5,17,037500,1,1
1,19,065000,1,1
1,19,000000,6,1
5,08,,,1
5,04,,,1
1,23,065000,1,1
1,23,109000,1,1
5,,,,1
5,,,,1
3,19,000000,6,1
5,16,000000,6,1
5,21,014000,6,1
3,24,030000,6,1
4,21,000000,3,1
1,01,000000,6,9
5,19,005000,1,1
1,19,000000,6,1
1,16,000000,6,1
5,16,003800,3,1
2,22,000000,6,1
5,21,038000,1,1
5,19,014400,1,1
5,,,,1
3,19,016000,1,1
5,14,000000,6,1
3,20,020000,1,1
5,16,006000,6,9
1,20,000000,6,1
1,16,000000,6,1
1,19,050000,1,1
1,19,048000,1,1
3,20,038000,1,2
5,11,,,2
3,21,049000,1,2
5,21,016000,1,1
5,21,040000,1,1
5,21,012000,1,1
1,19,000000,3,1
1,19,017000,1,1
5,14,002200,1,1
5,12,000000,6,1
5,08,,,1
5,08,,,1
5,05,,,1
5,03,,,1
5,01,,,1
5,01,,,1
5,,,,1
5,,,,1
5,19,000280,1,1
3,20,016000,6,1
1,21,000000,6,1
1,15,000000,6,1
1,19,008000,1,1
1,16,031000,1,1
1,08,000000,1,1
1,13,000000,6,1
5,12,000000,3,1
5,03,,,1
1,19,000000,6,1
1,16,000000,2,1
3,17,018000,1,1
2,18,000000,6,1
5,19,030600,1,9
5,,,,9
3,17,000000,3,1
5,16,022800,1,1
3,24,000000,6,9
1,21,000000,6,1
1,19,000000,6,1
1,19,007800,1,1
1,24,000000,6,1
1,19,000000,6,1
5,11,000000,6,1
5,19,000000,3,1
5,19,015000,1,5
1,16,045000,1,1
1,19,000000,6,1
2,16,000000,6,1
1,19,000000,6,1
1,20,000000,3,1
5,04,,,1
3,16,000000,6,1
1,23,000000,6,1
1,21,000000,6,1
2,16,000000,6,1
5,22,060000,2,1
5,13,018000,1,1
5,22,024000,1,1
3,16,000000,6,1
2,18,000000,6,1
1,21,010000,6,1
1,20,034400,1,1
5,15,000000,6,8
5,14,020400,1,8
5,13,000000,6,8
5,02,,,8
5,01,,,8
5,,,,8
1,05,024000,1,8
1,17,000000,6,1
1,01,000000,6,1
5,01,000000,6,1
1,19,000000,6,1
1,23,000000,1,1
5,13,000000,,1
3,14,040000,6,1
2,16,000000,6,1
1,21,000000,1,1
1,21,062000,1,1
5,16,003000,1,1
1,19,080000,1,1
1,19,031000,1,1
1,16,000000,6,2
1,16,000000,6,1
5,15,000000,6,9
5,09,,,2
5,03,,,2
1,21,051000,6,1
1,19,019000,6,1
5,19,000000,6,1
1,21,020000,1,1
1,22,030000,1,1
3,16,000000,6,1
1,16,013000,1,8
1,11,000000,3,8
5,05,,,8
5,03,,,8
5,,,,8
5,19,000000,1,2
5,08,,,2
5,05,,,2
5,03,,,2
5,01,,,2
5,01,,,2
5,,,,2
5,,,,2
1,21,175000,1,1
1,16,000000,1,1
5,18,004000,1,1
5,14,000000,6,1
1,19,048000,1,1
1,21,017500,1,1
1,21,045000,1,1
1,21,000000,1,1
5,13,000000,6,1
5,10,,,1
3,21,000000,6,1
5,17,002000,1,1
1,07,014000,1,1
1,08,010000,1,1
5,05,,,1
5,01,000000,6,1
5,22,050000,1,1
5,22,050000,1,1
1,21,045000,1,1
1,13,000000,6,1
1,16,000000,6,1
5,14,000000,6,1
5,21,055000,1,1
1,22,323000,1,1
1,21,000000,1,1
5,01,,,1
5,05,,,1
5,03,,,1
5,01,,,1
3,19,000000,6,1
2,16,000000,6,1
1,19,048000,1,1
1,19,029000,1,1
5,10,,,1
5,06,,,1
5,03,,,1
1,21,323000,1,1
1,16,000000,6,1
5,16,012000,1,1
1,21,030000,1,1
1,21,030000,1,1
5,03,,,1
2,22,000000,6,1
5,22,016400,1,2
2,20,000000,6,1
4,15,000000,3,9
5,19,000000,6,1
5,16,000000,6,1
2,19,000000,6,1
3,21,000000,1,1
5,20,000000,6,1
3,20,014000,1,1
1,01,022000,1,1
1,20,030000,1,1
5,16,000000,6,1
5,12,000000,6,1
5,12,000000,,1
5,08,,,1
2,16,000000,6,1
2,16,000000,6,1
1,11,025000,1,1
1,22,000000,6,1
5,05,,,1
5,03,,,1
1,20,000000,6,1
1,19,036700,1,1
3,19,042000,1,7
5,10,,,7
1,19,030000,1,1
1,19,020000,1,1
5,,,,1
1,18,019300,1,1
1,16,009600,1,1
5,04,,,1
5,02,,,1
4,14,022000,1,1
1,21,000000,6,1
1,21,000000,6,1
1,21,098000,1,1
1,19,020000,1,6
1,16,028000,1,1
1,16,027000,1,1
5,14,012000,1,1
1,21,040000,1,1
1,21,060000,1,1
5,16,002000,6,1
5,19,024000,1,9
5,15,031000,1,1
5,22,020000,1,1
1,19,034000,1,1
1,19,000000,1,1
5,16,000000,1,1
5,16,000000,1,1
5,09,,,1
5,07,,,1
5,03,,,1
5,04,,,1
5,,,,1
5,21,025000,1,1
5,19,000000,6,6
5,21,015000,1,1
1,21,000000,3,1
1,20,005500,3,1
5,13,000000,6,1
1,21,067000,1,1
1,21,038500,1,1
5,21,002800,1,1
5,16,020800,1,1
1,18,034600,1,1
1,21,020000,1,1
5,,,,1
1,15,000000,6,1
1,15,000000,6,1
1,20,000000,3,1
1,19,016000,2,1
5,01,,,1
5,,,,1
5,,,,1
5,19,000000,6,1
2,19,000000,6,1
2,19,025000,1,1
1,21,000000,6,1
1,21,082000,1,1
5,07,,,1
5,05,,,1
5,01,000000,6,1
1,24,030000,1,1
1,24,020000,6,1
3,18,025000,3,1
5,20,024000,1,1
3,16,055000,1,1
5,21,003000,1,1
3,18,036000,1,1
5,13,000000,3,1
5,11,,,1
5,05,,,1
3,19,000000,6,1
2,19,000000,3,1
5,21,004500,1,2
3,21,000000,6,1
5,18,000800,1,1
5,17,009600,1,1
4,17,002800,1,1
3,16,000000,6,1
1,01,027000,1,8
1,15,000000,6,8
5,06,,,8
5,04,,,8
5,01,,,8
1,16,000320,3,8
1,20,050000,1,1
1,20,015000,1,1
5,18,000000,6,1
5,19,000000,6,1
5,18,000000,6,3
1,21,000000,3,1
1,22,051000,1,1
3,18,000000,6,1
5,21,000000,6,1
3,22,075000,1,1
3,19,071000,2,1
5,19,000000,6,8
1,16,000000,6,1
5,20,005000,1,1
1,20,000000,6,1
1,19,048500,1,1
1,21,095000,1,1
1,16,040000,1,1
5,14,000000,6,1
1,19,070000,1,1
1,22,071000,1,1
5,08,,,1
5,06,,,1
5,19,025000,1,2
5,19,035000,1,9
1,12,000000,6,1
1,18,000000,6,1
1,21,070000,1,1
1,21,060000,1,1
1,16,000000,6,1
1,16,000000,6,1
1,19,047000,1,1
1,18,012000,1,1
5,07,,,1
5,02,,,1
5,16,000000,6,1
3,20,000000,6,1
5,19,006400,1,1
5,15,000000,3,1
3,16,000000,6,1
1,18,000000,6,1
1,18,004300,1,1
1,20,000000,3,1
1,16,046900,1,1
5,16,000000,6,1
5,16,000000,3,1
5,09,,,1
5,07,,,1
1,21,039000,1,1
1,22,017000,1,1
1,19,025800,1,1
1,19,000000,6,1
4,19,000000,6,8
1,21,035200,1,1
1,19,006500,1,1
1,21,065000,1,1
1,21,072000,1,1
2,21,040000,1,1
5,19,000000,6,1
5,21,006000,1,1
1,16,000000,6,1
1,16,000000,6,1
1,22,050000,1,1
1,16,001000,1,1
5,11,000000,,1
5,10,,,1
5,07,,,1
5,03,,,1
5,19,004500,3,1
4,16,008500,1,1
5,19,008200,1,1
2,21,000000,6,2
1,18,015800,1,1
5,13,000000,,9
5,13,000000,,9
5,10,,,9
1,21,000000,6,6
2,16,022500,1,9
5,,,,9
1,16,040000,1,1
1,10,000000,6,1
5,07,,,1
5,03,,,1
3,20,028000,1,1
5,12,000000,6,9
5,11,,,9
5,01,,,1
5,20,000000,6,1
2,18,000000,6,1
5,18,000000,6,1
3,21,028500,3,1
5,18,000000,6,1
1,18,056000,1,1
1,18,000000,3,1
5,13,001000,6,1
1,21,010000,1,1
1,18,000000,6,6
5,,,,9
2,21,014400,1,1
5,19,006600,1,1
1,22,000000,6,1
1,19,000000,6,1
3,19,000000,6,1
3,21,000000,1,1
3,16,000000,1,1
4,16,012000,1,2
5,16,006400,1,2
2,18,000000,6,1
1,24,153000,1,1
1,21,000000,6,1
5,13,000400,3,1
5,12,000000,,1
5,09,,,1
5,07,,,1
3,21,000000,1,1
1,22,014000,1,1
1,22,000000,6,1
1,09,026000,1,1
1,09,000000,6,1
5,11,,,1
5,10,,,1
5,07,,,1
5,03,,,1
5,,,,1
1,24,090000,1,6
1,18,016000,1,6
1,17,035400,1,1
1,16,000000,6,1
5,09,,,1
5,05,,,1
5,04,,,1
1,16,000000,6,1
1,21,000000,6,1
1,21,108000,1,1
1,21,025000,1,1
5,13,000000,6,1
5,18,000000,3,1
1,19,120000,1,1
1,20,017000,1,1
5,18,011000,6,1
5,13,001400,1,1
3,24,000000,6,1
3,20,000000,6,1
3,17,000000,1,1
5,16,000000,6,1
1,22,058000,1,1
1,22,000000,1,1
5,09,,,1
5,06,,,1
1,16,060000,1,1
1,18,000000,6,1
5,,,,1
5,,,,1
1,18,000000,6,1
1,16,000000,6,1
3,24,000000,6,1
2,22,000000,6,1
3,21,007000,1,1
3,19,000000,3,1
5,18,000480,6,1
5,16,000000,6,6
1,16,000000,3,1
5,04,,,1
5,03,,,1
5,01,,,1
1,19,015000,1,1
1,21,000000,6,1
1,21,000000,6,1
1,01,001200,1,1
1,19,000000,1,1
5,04,,,1
1,21,026000,1,1
1,24,000000,6,1
1,18,000000,6,1
1,16,000000,6,1
5,21,015000,1,1
4,17,000000,6,2
3,16,000000,6,1
5,16,000700,6,1
1,13,000000,6,1
1,13,029400,3,1
3,21,000000,6,1
5,22,000000,6,1
2,19,000800,1,1
3,14,000200,1,1
5,16,000000,3,1
1,16,000000,6,1
1,22,000000,6,1
1,21,000000,6,1
1,21,049000,1,1
1,20,000000,6,1
5,19,015000,1,1
1,22,000000,6,1
1,24,000000,6,1
2,16,000000,3,1
1,18,050000,1,1
1,17,020000,2,1
2,21,000000,6,1
3,20,070000,1,1
5,12,000000,,1
1,20,012000,1,6
1,01,000000,1,6
5,14,000000,6,6
5,12,000000,,6
1,20,008000,6,1
1,19,000000,6,1
1,18,000000,6,1
1,16,000000,6,1
3,21,000000,6,1
1,20,028900,1,1
1,16,000000,1,1
1,07,022000,1,1
1,06,000000,6,1
5,04,,,1
5,01,,,1
5,,,,1
1,19,042000,1,1
1,16,000000,6,1
1,18,070000,1,1
1,16,004000,6,1
5,17,024200,1,1
5,13,000000,6,1
5,11,000000,,1
5,08,,,1
2,16,000000,6,1
3,12,002000,1,1
5,13,000190,6,1
5,05,,,1
5,08,,,1
5,17,002000,3,1
1,17,000000,6,1
1,20,000000,6,1
3,16,000000,6,1
1,19,003500,6,1
1,16,000000,6,1
2,12,000000,6,1
1,21,080000,1,1
1,17,040000,1,1
1,17,025000,6,1
1,17,012000,1,1
1,21,038000,1,1
1,21,089000,1,1
5,16,000000,6,1
1,17,003000,1,1
1,16,000000,6,1
3,19,000000,6,1
5,15,000000,6,1
3,16,031000,1,1
4,19,000000,6,1
1,21,000000,6,1
1,21,085000,1,1
1,17,000000,6,1
1,16,043000,1,1
5,22,039000,1,1
5,22,039000,1,1
1,21,086000,1,1
1,16,000000,6,1
5,17,015000,3,1
5,21,008000,1,1
5,21,012000,1,1
1,10,050000,1,8
1,10,000000,6,8
5,14,000000,6,8
5,12,000000,,8
5,11,,,8
5,11,,,8
5,01,,,8
5,16,017100,1,2
1,16,036000,1,1
1,20,000000,6,1
5,14,006000,1,1
5,21,026400,1,1
1,15,036000,1,6
1,14,031000,1,6
1,16,150000,6,1
1,16,000000,6,1
5,19,000000,6,1
1,19,014000,1,1
1,19,000000,6,1
5,18,000000,3,1
5,19,002000,6,1
5,17,029000,1,1
3,18,000000,6,1
1,19,035000,1,1
1,21,004200,1,1
1,24,100000,1,6
1,22,130000,1,1
5,09,,,9
5,07,,,9
1,15,000000,6,1
1,16,006000,1,1
5,04,,,1
1,19,000000,6,1
1,20,000000,6,1
5,16,026200,3,1
1,20,106000,1,1
1,19,085000,1,1
5,13,000000,6,1
5,18,021000,1,8
5,05,,,9
5,03,,,9
5,18,029000,1,1
5,18,018000,1,1
1,21,035000,1,1
1,19,000000,6,1
1,21,053000,1,9
1,20,000000,6,1
5,02,,,9
5,,,,9
1,21,010600,3,1
1,21,000000,6,1
1,20,045000,1,1
1,19,030000,1,1
5,14,000000,3,1
5,21,084000,1,1
1,19,046000,1,1
1,16,040000,1,1
5,05,,,1
5,20,008000,1,1
1,20,040000,1,1
1,20,016000,6,1
3,17,000000,6,1
5,22,021500,1,1
5,20,001600,6,6
5,21,022000,1,6
5,21,028500,1,1
5,19,001600,6,6
5,22,026000,1,1
5,16,010200,1,6
1,18,027800,1,1
1,19,000000,6,1
2,17,000000,6,1
1,18,000000,6,1
1,18,000000,6,1
1,22,090000,1,1
1,21,069000,1,1
5,02,,,1
1,21,087000,1,1
1,19,002100,6,1
5,11,,,1
5,08,,,1
2,19,000000,6,1
3,21,038000,1,1
3,18,000000,6,1
2,18,034000,1,1
2,19,000000,6,1
1,20,042000,1,6
1,19,010800,1,6
5,16,000000,6,6
5,16,000000,6,6
1,20,012000,1,1
1,16,000000,6,1
1,21,025400,1,1
1,19,000000,6,1
1,20,040000,1,1
1,16,000000,6,1
5,16,003900,1,1
5,12,000000,,1
5,09,,,1
1,14,025600,1,1
1,21,000000,6,1
1,19,000000,6,1
1,19,000000,6,1
1,22,090000,1,1
5,12,000000,,1
1,19,000000,6,1
1,10,000000,6,1
1,22,021000,1,1
1,21,058000,1,1
5,12,000000,,1
1,21,058000,1,1
1,18,034000,1,1
5,06,,,1
3,24,000000,6,1
2,19,000000,6,1
3,19,043000,1,1
5,19,028000,1,1
1,23,000000,1,1
1,21,000000,6,1
5,21,000000,6,1
5,20,000000,6,1
5,19,000500,3,1
5,14,000000,6,1
5,21,000000,6,1
2,19,022600,1,1
5,11,,,1
5,08,,,1
5,22,052000,1,1
5,21,054000,1,1
1,23,323000,1,1
1,22,000000,6,1
1,19,015000,3,1
1,16,060000,1,6
5,05,,,1
5,03,,,1
5,,,,1
1,22,000000,1,1
1,22,000000,1,1
3,16,039000,1,1
3,21,016000,1,1
5,18,000000,6,6
5,18,000000,6,1
5,16,035000,1,1
1,16,000000,6,1
1,16,042100,1,1
5,09,,,1
5,07,,,1
5,05,,,1
1,09,000000,3,1
1,16,000000,6,1
2,15,000000,6,1
2,16,000000,6,1
5,22,077000,1,1
2,19,000000,6,1
5,13,000000,6,1
1,16,000000,6,1
1,16,003100,1,1
1,21,122000,1,1
1,21,021000,1,1
5,16,000000,3,1
5,14,000800,6,1
1,16,012000,1,1
1,16,000000,6,1
5,11,,,1
1,20,000000,6,1
1,19,015000,6,1
1,21,000000,6,1
1,19,000000,6,1
3,17,000000,6,1
3,18,017100,6,1
1,11,011000,6,1
1,09,011000,1,1
5,14,000000,3,1
5,13,000000,6,1
5,11,,,1
5,07,,,1
1,21,003000,1,1
1,23,100000,1,1
5,10,,,1
